1644521650.0471652;0.04691052436828613;0;0;0;0;0;0.0;0;0;0.0;0.0;0;0;0;0.0;1;0.005856;0
1644521650.0754817;0.07522702217102051;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.0;1;0.005856;1
1644521650.1073966;0.10714197158813477;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.0;2;0.011712;0
1644521650.1373153;0.13706064224243164;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.0;2;0.011712;1
1644521650.16923;0.1689753532409668;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.0;3;0.017568;0
1644521650.201147;0.20089244842529297;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.0;3;0.017568;1
1644521650.2290702;0.22881555557250977;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.0;4;0.023424;0
1644521650.2610164;0.26076173782348633;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.0;4;0.023424;1
1644521650.2919393;0.291684627532959;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.0;5;0.02928;0
1644521650.3238182;0.3235635757446289;0;0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.0;5;0.02928;1
1644521650.3537686;0.3535139560699463;1;0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.0;6;0.035136;0
1644521650.3846545;0.3843998908996582;1;0;1;0;28.460837887067395;0.0;0;0;0.0;0.0;0;0;0;0.0;6;0.035136;1
1644521650.4163096;0.41605496406555176;0;1;1;1;28.460837887067395;24.395003903200625;0;0;0.0;0.0;0;0;0;0.0;7;0.040992;0
1644521650.4462297;0.44597506523132324;0;0;1;1;24.395003903200625;24.395003903200625;0;0;0.0;0.0;0;0;0;0.0;7;0.040992;1
1644521650.4771793;0.4769246578216553;0;0;1;1;24.395003903200625;21.345628415300546;0;0;0.0;0.0;0;0;0;0.0;8;0.046848;0
1644521650.5094898;0.509235143661499;0;0;1;1;21.345628415300546;21.345628415300546;0;0;0.0;0.0;0;0;0;0.0;8;0.046848;1
1644521650.540405;0.5401504039764404;0;0;1;1;21.345628415300546;18.973891924711594;0;0;0.0;0.0;0;0;0;0.0;9;0.052704;0
1644521650.5713222;0.5710675716400146;0;0;1;1;18.973891924711594;18.973891924711594;0;0;0.0;0.0;0;0;0;0.0;9;0.052704;1
1644521650.60224;0.6019854545593262;0;0;1;1;18.973891924711594;17.076502732240435;0;0;0.0;0.0;0;0;0;0.0;10;0.05856;0
1644521650.6331577;0.6329030990600586;0;0;1;1;17.076502732240435;17.076502732240435;0;0;0.0;0.0;0;0;0;0.0;10;0.05856;1
1644521650.663079;0.6628243923187256;1;0;1;1;17.076502732240435;15.52409339294585;0;0;0.0;0.0;0;0;0;0.0;11;0.064416;0
1644521650.6939952;0.6937406063079834;0;0;1;1;15.52409339294585;15.52409339294585;0;0;0.0;0.0;0;0;0;0.0;11;0.064416;1
1644521650.7249124;0.7246577739715576;0;0;1;1;15.52409339294585;14.230418943533698;0;0;0.0;0.0;0;0;0;0.0;12;0.070272;0
1644521650.7558296;0.7555749416351318;0;0;1;1;14.230418943533698;14.230418943533698;0;0;0.0;0.0;0;0;0;0.0;12;0.070272;1
1644521650.7867475;0.7864928245544434;0;0;1;1;14.230418943533698;13.135771332492643;0;0;0.0;0.0;0;0;0;0.0;13;0.076128;0
1644521650.8176646;0.8174099922180176;0;0;1;1;13.135771332492643;13.135771332492643;0;0;0.0;0.0;0;0;0;0.0;13;0.076128;1
1644521650.848582;0.8483273983001709;0;0;1;1;13.135771332492643;12.197501951600312;0;0;0.0;0.0;0;0;0;0.0;14;0.081984;0
1644521650.8794987;0.8792440891265869;0;0;1;1;12.197501951600312;12.197501951600312;0;0;0.0;0.0;0;0;0;0.0;14;0.081984;1
1644521650.9114466;0.9111919403076172;0;0;1;1;12.197501951600312;11.384335154826958;0;0;0.0;0.0;0;0;0;0.0;15;0.08784;0
1644521650.9413335;0.9410789012908936;0;0;1;1;11.384335154826958;11.384335154826958;0;0;0.0;0.0;0;0;0;0.0;15;0.08784;1
1644521650.972251;0.9719963073730469;0;0;1;1;11.384335154826958;10.672814207650273;0;0;0.0;0.0;0;0;0;0.0;16;0.093696;0
1644521651.0031683;1.0029137134552002;0;1;1;1;10.672814207650273;10.672814207650273;0;0;0.0;0.0;0;0;0;0.0;16;0.093696;1
1644521651.0341194;1.0338647365570068;0;0;1;1;10.672814207650273;10.045001607200257;0;0;0.0;0.0;0;0;0;0.0;17;0.099552;0
1644521651.0650027;1.0647480487823486;0;0;1;1;10.045001607200257;10.045001607200257;0;0;0.0;0.0;0;0;0;0.0;17;0.099552;1
1644521651.09592;1.095665454864502;0;0;1;1;10.045001607200257;9.486945962355797;0;0;0.0;0.0;0;0;0;0.0;18;0.105408;0
1644521651.1268373;1.1265826225280762;0;0;1;1;9.486945962355797;9.486945962355797;0;0;0.0;0.0;0;0;0;0.0;18;0.105408;1
1644521651.1587515;1.1584968566894531;0;0;1;1;9.486945962355797;8.987633016968651;0;0;0.0;0.0;0;0;0;0.0;19;0.111264;0
1644521651.1886716;1.1884169578552246;0;0;1;1;8.987633016968651;8.987633016968651;0;0;0.0;0.0;0;0;0;0.0;19;0.111264;1
1644521651.2195888;1.2193341255187988;0;0;1;1;8.987633016968651;8.538251366120218;0;0;0.0;0.0;0;0;0;0.0;20;0.11712;0
